Status Rekening,Durasi dalam bulan,Riwayat Kredit,Tujuan Kredit,Jumlah Kredit (DM),Tabungan/Bonds,Pekerjaan Saat Ini,Tingkat Angsuran (%),Status Pribadi dan Jenis Kelamin,Debitur / Penjamin,Tinggal di Tempat Saat Ini,Properti,Usia (tahun),Rencana Angsuran Lain,Tempat Tinggal,Jumlah Kredit di Bank Ini,Pekerjaan,Jumlah Tanggungan,Nomor Telepon,Pekerja Migran,Kelayakan Kredit
>= 200 DM / gaji tetap,6,Masalah / kredit di luar bank,Mobil baru,1343,< 100 DM,>= 7 thn,1,Pria lajang,Tidak ada,4,Properti,46,Tidak ada,Milik sendiri,2,Terampil / pegawai,2,Tidak ada,Bukan,Baik
< 0 DM,24,Masalah / kredit di luar bank,Bisnis,1382,100-499 DM,4-7 thn,4,Pria lajang,Tidak ada,1,Properti,26,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,15,Kredit berjalan lancar,Peralatan rumah,874,Tidak ada / tidak tahu,< 1 thn,4,Wanita menikah/cerai,Tidak ada,1,Properti,24,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,Furniture,3590,< 100 DM,1-4 thn,2,Pria lajang,Ko-pemohon,2,Tabungan/Asuransi,29,Tidak ada,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Ya,Baik
0-199 DM,11,Masalah / kredit di luar bank,Mobil baru,1322,>= 1000 DM,1-4 thn,4,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,40,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,18,Kredit di bank ini lancar,TV / Radio,1940,< 100 DM,< 1 thn,3,Pria lajang,Ko-pemohon,4,Tidak ada / tidak tahu,36,Bank,Gratis,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,36,Kredit berjalan lancar,TV / Radio,3595,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,28,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,9,Kredit berjalan lancar,Mobil baru,1422,< 100 DM,< 1 thn,3,Pria lajang,Tidak ada,2,Tidak ada / tidak tahu,27,Tidak ada,Gratis,1,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,30,Masalah / kredit di luar bank,TV / Radio,6742,Tidak ada / tidak tahu,4-7 thn,2,Pria lajang,Tidak ada,3,Tabungan/Asuransi,36,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Kredit berjalan lancar,Mobil bekas,7814,< 100 DM,4-7 thn,3,Pria lajang,Tidak ada,3,Mobil / lainnya,38,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,24,Kredit berjalan lancar,Mobil bekas,9277,Tidak ada / tidak tahu,1-4 thn,2,Pria cerai/pisah,Tidak ada,4,Tidak ada / tidak tahu,48,Tidak ada,Gratis,1,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,30,Masalah / kredit di luar bank,Mobil baru,2181,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,4,Properti,36,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,TV / Radio,1098,< 100 DM,Menganggur,4,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,65,Tidak ada,Milik sendiri,2,Pengangguran / tidak terampil (non-residen),1,Tidak ada,Ya,Baik
0-199 DM,24,Kredit berjalan lancar,Furniture,4057,< 100 DM,4-7 thn,3,Pria cerai/pisah,Tidak ada,3,Mobil / lainnya,43,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
< 0 DM,12,Kredit berjalan lancar,Pendidikan,795,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,53,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,24,Masalah / kredit di luar bank,Bisnis,2825,Tidak ada / tidak tahu,4-7 thn,4,Pria lajang,Tidak ada,3,Tidak ada / tidak tahu,34,Tidak ada,Milik sendiri,2,Terampil / pegawai,2,Ada,Ya,Baik
0-199 DM,48,Kredit berjalan lancar,Bisnis,15672,< 100 DM,1-4 thn,2,Pria lajang,Tidak ada,2,Mobil / lainnya,23,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
Tidak ada rekening,36,Masalah / kredit di luar bank,Mobil baru,6614,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,34,Tidak ada,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,28,Kredit di bank ini lancar,Mobil bekas,7824,Tidak ada / tidak tahu,< 1 thn,3,Pria lajang,Penjamin,4,Properti,40,Bank,Sewa,2,Terampil / pegawai,2,Ada,Ya,Baik
< 0 DM,27,Masalah / kredit di luar bank,Bisnis,2442,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,43,Toko,Milik sendiri,4,Manajer / profesional,2,Ada,Ya,Baik
Tidak ada rekening,15,Masalah / kredit di luar bank,TV / Radio,1829,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,46,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,12,Masalah / kredit di luar bank,Mobil baru,2171,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,4,Tabungan/Asuransi,38,Bank,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Bukan,Baik
0-199 DM,36,Masalah / kredit di luar bank,Mobil bekas,5800,< 100 DM,1-4 thn,3,Pria lajang,Tidak ada,4,Mobil / lainnya,34,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,TV / Radio,1169,Tidak ada / tidak tahu,1-4 thn,4,Pria lajang,Tidak ada,3,Tabungan/Asuransi,29,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,36,Pernah telat bayar,Mobil bekas,8947,Tidak ada / tidak tahu,4-7 thn,3,Pria lajang,Tidak ada,2,Mobil / lainnya,31,Toko,Milik sendiri,1,Manajer / profesional,2,Ada,Ya,Baik
< 0 DM,21,Kredit berjalan lancar,TV / Radio,2606,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,28,Tidak ada,Sewa,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,12,Masalah / kredit di luar bank,Furniture,1592,>= 1000 DM,4-7 thn,3,Wanita menikah/cerai,Tidak ada,2,Tabungan/Asuransi,35,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Bukan,Baik
Tidak ada rekening,15,Kredit berjalan lancar,Furniture,2186,Tidak ada / tidak tahu,4-7 thn,1,Wanita menikah/cerai,Tidak ada,4,Properti,33,Bank,Sewa,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
< 0 DM,18,Kredit berjalan lancar,Furniture,4153,< 100 DM,1-4 thn,2,Pria lajang,Ko-pemohon,3,Mobil / lainnya,42,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
< 0 DM,16,Masalah / kredit di luar bank,Mobil baru,2625,< 100 DM,>= 7 thn,2,Pria lajang,Penjamin,4,Tabungan/Asuransi,43,Bank,Sewa,1,Terampil / pegawai,1,Ada,Ya,Buruk
Tidak ada rekening,20,Masalah / kredit di luar bank,Mobil baru,3485,Tidak ada / tidak tahu,< 1 thn,2,Pria cerai/pisah,Tidak ada,4,Properti,44,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,36,Masalah / kredit di luar bank,Mobil bekas,10477,Tidak ada / tidak tahu,>= 7 thn,2,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,42,Tidak ada,Gratis,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,15,Kredit berjalan lancar,TV / Radio,1386,Tidak ada / tidak tahu,1-4 thn,4,Pria menikah/duda,Tidak ada,2,Properti,40,Tidak ada,Sewa,1,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,24,Kredit berjalan lancar,TV / Radio,1278,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,1,Properti,36,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,TV / Radio,1107,< 100 DM,1-4 thn,2,Pria lajang,Tidak ada,2,Properti,20,Tidak ada,Sewa,1,Manajer / profesional,2,Ada,Ya,Baik
< 0 DM,21,Kredit berjalan lancar,Mobil baru,3763,Tidak ada / tidak tahu,4-7 thn,2,Pria lajang,Ko-pemohon,2,Properti,24,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Bukan,Baik
0-199 DM,36,Kredit berjalan lancar,Pendidikan,3711,Tidak ada / tidak tahu,1-4 thn,2,Pria menikah/duda,Tidak ada,2,Mobil / lainnya,27,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,15,Pernah telat bayar,Mobil bekas,3594,< 100 DM,< 1 thn,1,Wanita menikah/cerai,Tidak ada,2,Tabungan/Asuransi,46,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,9,Kredit berjalan lancar,Mobil baru,3195,Tidak ada / tidak tahu,1-4 thn,1,Wanita menikah/cerai,Tidak ada,2,Properti,33,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
Tidak ada rekening,36,Pernah telat bayar,TV / Radio,4454,< 100 DM,1-4 thn,4,Wanita menikah/cerai,Tidak ada,4,Properti,34,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,24,Masalah / kredit di luar bank,Furniture,4736,< 100 DM,< 1 thn,2,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,25,Bank,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Buruk
0-199 DM,30,Kredit berjalan lancar,TV / Radio,2991,Tidak ada / tidak tahu,>= 7 thn,2,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,25,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,11,Kredit berjalan lancar,Bisnis,2142,>= 1000 DM,>= 7 thn,1,Pria cerai/pisah,Tidak ada,2,Properti,28,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,24,Kredit di bank ini lancar,Bisnis,3161,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,2,Tabungan/Asuransi,31,Tidak ada,Sewa,1,Terampil / pegawai,1,Ada,Ya,Buruk
0-199 DM,48,Tidak pernah kredit / selalu lancar,Lainnya,18424,< 100 DM,1-4 thn,1,Wanita menikah/cerai,Tidak ada,2,Tabungan/Asuransi,32,Bank,Milik sendiri,1,Manajer / profesional,1,Ada,Bukan,Buruk
Tidak ada rekening,10,Kredit berjalan lancar,Mobil bekas,2848,100-499 DM,1-4 thn,1,Pria lajang,Ko-pemohon,2,Properti,32,Tidak ada,Milik sendiri,1,Terampil / pegawai,2,Tidak ada,Ya,Baik
< 0 DM,6,Kredit berjalan lancar,Mobil baru,14896,< 100 DM,>= 7 thn,1,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,68,Bank,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Buruk
< 0 DM,24,Kredit berjalan lancar,Furniture,2359,100-499 DM,Menganggur,1,Pria cerai/pisah,Tidak ada,1,Tabungan/Asuransi,33,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
< 0 DM,24,Kredit berjalan lancar,Furniture,3345,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,2,Tabungan/Asuransi,39,Tidak ada,Sewa,1,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,18,Masalah / kredit di luar bank,Furniture,1817,< 100 DM,1-4 thn,4,Wanita menikah/cerai,Tidak ada,2,Tidak ada / tidak tahu,28,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,48,Pernah telat bayar,TV / Radio,12749,500-999 DM,4-7 thn,4,Pria lajang,Tidak ada,1,Mobil / lainnya,37,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
< 0 DM,9,Kredit berjalan lancar,TV / Radio,1366,< 100 DM,< 1 thn,3,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,22,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,12,Kredit berjalan lancar,Mobil baru,2002,< 100 DM,4-7 thn,3,Pria lajang,Tidak ada,4,Tabungan/Asuransi,30,Tidak ada,Sewa,1,Terampil / pegawai,2,Ada,Ya,Baik
< 0 DM,24,Kredit di bank ini lancar,Furniture,6872,< 100 DM,< 1 thn,2,Pria cerai/pisah,Tidak ada,1,Tabungan/Asuransi,55,Bank,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
< 0 DM,12,Kredit di bank ini lancar,Mobil baru,697,< 100 DM,< 1 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,46,Bank,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Buruk
< 0 DM,18,Masalah / kredit di luar bank,Furniture,1049,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,21,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,48,Kredit berjalan lancar,Mobil bekas,10297,< 100 DM,4-7 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,39,Toko,Gratis,3,Terampil / pegawai,2,Ada,Ya,Buruk
Tidak ada rekening,30,Kredit berjalan lancar,TV / Radio,1867,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,58,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,12,Pernah telat bayar,Mobil baru,1344,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,2,Properti,43,Tidak ada,Milik sendiri,2,Tidak terampil (residen),2,Tidak ada,Ya,Baik
< 0 DM,24,Kredit berjalan lancar,Furniture,1747,< 100 DM,< 1 thn,4,Pria lajang,Ko-pemohon,1,Tabungan/Asuransi,24,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Bukan,Baik
0-199 DM,9,Kredit berjalan lancar,TV / Radio,1670,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,22,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Buruk
Tidak ada rekening,9,Masalah / kredit di luar bank,Mobil baru,1224,< 100 DM,1-4 thn,3,Pria lajang,Tidak ada,1,Properti,30,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,12,Masalah / kredit di luar bank,TV / Radio,522,500-999 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Tabungan/Asuransi,42,Tidak ada,Milik sendiri,2,Terampil / pegawai,2,Ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,TV / Radio,1498,< 100 DM,1-4 thn,4,Wanita menikah/cerai,Tidak ada,1,Mobil / lainnya,23,Bank,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,30,Pernah telat bayar,TV / Radio,1919,100-499 DM,< 1 thn,4,Pria lajang,Tidak ada,3,Tidak ada / tidak tahu,30,Toko,Milik sendiri,2,Manajer / profesional,1,Tidak ada,Ya,Buruk
>= 200 DM / gaji tetap,9,Kredit berjalan lancar,TV / Radio,745,< 100 DM,1-4 thn,3,Wanita menikah/cerai,Tidak ada,2,Properti,28,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Buruk
0-199 DM,6,Kredit berjalan lancar,TV / Radio,2063,< 100 DM,< 1 thn,4,Pria menikah/duda,Tidak ada,3,Mobil / lainnya,30,Tidak ada,Sewa,1,Manajer / profesional,1,Ada,Ya,Baik
0-199 DM,60,Kredit berjalan lancar,Pendidikan,6288,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,42,Tidak ada,Gratis,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,24,Masalah / kredit di luar bank,Mobil bekas,6842,Tidak ada / tidak tahu,1-4 thn,2,Pria lajang,Tidak ada,4,Tabungan/Asuransi,46,Tidak ada,Milik sendiri,2,Manajer / profesional,2,Ada,Ya,Baik
Tidak ada rekening,12,Kredit berjalan lancar,Mobil baru,3527,Tidak ada / tidak tahu,< 1 thn,2,Pria lajang,Tidak ada,3,Tabungan/Asuransi,45,Tidak ada,Milik sendiri,1,Manajer / profesional,2,Ada,Ya,Baik
Tidak ada rekening,10,Kredit berjalan lancar,Mobil baru,1546,< 100 DM,1-4 thn,3,Pria lajang,Tidak ada,2,Properti,31,Tidak ada,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Bukan,Baik
Tidak ada rekening,24,Kredit berjalan lancar,Furniture,929,Tidak ada / tidak tahu,4-7 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,31,Toko,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,4,Masalah / kredit di luar bank,Mobil baru,1455,< 100 DM,4-7 thn,2,Pria lajang,Tidak ada,1,Properti,42,Tidak ada,Milik sendiri,3,Tidak terampil (residen),2,Tidak ada,Ya,Baik
< 0 DM,15,Kredit berjalan lancar,Furniture,1845,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Penjamin,1,Tabungan/Asuransi,46,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,48,Tidak pernah kredit / selalu lancar,Mobil baru,8358,500-999 DM,< 1 thn,1,Wanita menikah/cerai,Tidak ada,1,Mobil / lainnya,30,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,24,Kredit di bank ini lancar,Furniture,3349,500-999 DM,< 1 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,30,Tidak ada,Gratis,1,Terampil / pegawai,2,Ada,Ya,Buruk
Tidak ada rekening,12,Kredit berjalan lancar,Mobil baru,2859,Tidak ada / tidak tahu,Menganggur,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,38,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,18,Kredit berjalan lancar,Furniture,1533,< 100 DM,< 1 thn,4,Pria menikah/duda,Ko-pemohon,1,Tabungan/Asuransi,43,Tidak ada,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Ya,Buruk
Tidak ada rekening,24,Kredit berjalan lancar,TV / Radio,3621,100-499 DM,>= 7 thn,2,Pria lajang,Tidak ada,4,Mobil / lainnya,31,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,18,Masalah / kredit di luar bank,Bisnis,3590,< 100 DM,Menganggur,3,Pria menikah/duda,Tidak ada,3,Mobil / lainnya,40,Tidak ada,Milik sendiri,3,Pengangguran / tidak terampil (non-residen),2,Ada,Ya,Baik
< 0 DM,36,Pernah telat bayar,Bisnis,2145,< 100 DM,4-7 thn,2,Pria lajang,Tidak ada,1,Mobil / lainnya,24,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Buruk
0-199 DM,24,Kredit berjalan lancar,Mobil bekas,4113,500-999 DM,< 1 thn,3,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,28,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,36,Kredit berjalan lancar,Furniture,10974,< 100 DM,Menganggur,4,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,26,Tidak ada,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Buruk
< 0 DM,12,Kredit berjalan lancar,Mobil baru,1893,< 100 DM,1-4 thn,4,Wanita menikah/cerai,Penjamin,4,Tabungan/Asuransi,29,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,24,Masalah / kredit di luar bank,TV / Radio,1231,>= 1000 DM,>= 7 thn,4,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,57,Tidak ada,Sewa,2,Manajer / profesional,1,Ada,Ya,Baik
>= 200 DM / gaji tetap,30,Masalah / kredit di luar bank,TV / Radio,3656,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,4,Tabungan/Asuransi,49,Toko,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,9,Masalah / kredit di luar bank,TV / Radio,1154,< 100 DM,>= 7 thn,2,Pria lajang,Tidak ada,4,Properti,37,Tidak ada,Milik sendiri,3,Tidak terampil (residen),1,Tidak ada,Ya,Baik
< 0 DM,28,Kredit berjalan lancar,Mobil baru,4006,< 100 DM,1-4 thn,3,Pria lajang,Tidak ada,2,Mobil / lainnya,45,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Buruk
0-199 DM,24,Kredit berjalan lancar,Furniture,3069,100-499 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,30,Tidak ada,Gratis,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,6,Masalah / kredit di luar bank,TV / Radio,1740,< 100 DM,>= 7 thn,2,Pria menikah/duda,Tidak ada,2,Properti,30,Tidak ada,Sewa,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,21,Pernah telat bayar,Mobil baru,2353,< 100 DM,1-4 thn,1,Pria cerai/pisah,Tidak ada,4,Tabungan/Asuransi,47,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,15,Kredit berjalan lancar,Mobil baru,3556,Tidak ada / tidak tahu,1-4 thn,3,Pria lajang,Tidak ada,2,Tidak ada / tidak tahu,29,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Kredit berjalan lancar,TV / Radio,2397,500-999 DM,>= 7 thn,3,Pria lajang,Tidak ada,2,Mobil / lainnya,35,Bank,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Buruk
0-199 DM,6,Kredit berjalan lancar,Renovasi,454,< 100 DM,< 1 thn,3,Pria menikah/duda,Tidak ada,1,Tabungan/Asuransi,22,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,30,Kredit berjalan lancar,TV / Radio,1715,Tidak ada / tidak tahu,1-4 thn,4,Wanita menikah/cerai,Tidak ada,1,Mobil / lainnya,26,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,27,Masalah / kredit di luar bank,TV / Radio,2520,500-999 DM,1-4 thn,4,Pria lajang,Tidak ada,2,Tabungan/Asuransi,23,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Buruk
Tidak ada rekening,15,Kredit berjalan lancar,TV / Radio,3568,< 100 DM,>= 7 thn,4,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,54,Bank,Sewa,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,42,Kredit berjalan lancar,TV / Radio,7166,Tidak ada / tidak tahu,4-7 thn,2,Pria menikah/duda,Tidak ada,4,Tabungan/Asuransi,29,Tidak ada,Sewa,1,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,11,Masalah / kredit di luar bank,Mobil baru,3939,< 100 DM,1-4 thn,1,Pria lajang,Tidak ada,2,Properti,40,Tidak ada,Milik sendiri,2,Tidak terampil (residen),2,Tidak ada,Ya,Baik
0-199 DM,15,Kredit berjalan lancar,Renovasi,1514,100-499 DM,1-4 thn,4,Pria lajang,Penjamin,2,Properti,22,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Kredit berjalan lancar,Mobil baru,7393,< 100 DM,1-4 thn,1,Pria lajang,Tidak ada,4,Tabungan/Asuransi,43,Tidak ada,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Ya,Baik
< 0 DM,24,Kredit di bank ini lancar,Mobil baru,1193,< 100 DM,Menganggur,1,Wanita menikah/cerai,Ko-pemohon,4,Tidak ada / tidak tahu,29,Tidak ada,Sewa,2,Pengangguran / tidak terampil (non-residen),1,Tidak ada,Ya,Buruk
< 0 DM,60,Kredit berjalan lancar,Bisnis,7297,< 100 DM,>= 7 thn,4,Pria lajang,Ko-pemohon,4,Tidak ada / tidak tahu,36,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,30,Masalah / kredit di luar bank,TV / Radio,2831,< 100 DM,1-4 thn,4,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,33,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
>= 200 DM / gaji tetap,24,Kredit berjalan lancar,TV / Radio,1258,500-999 DM,1-4 thn,3,Wanita menikah/cerai,Tidak ada,3,Mobil / lainnya,57,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,6,Kredit berjalan lancar,TV / Radio,753,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Penjamin,3,Properti,64,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,18,Pernah telat bayar,Bisnis,2427,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,2,Tabungan/Asuransi,42,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Pernah telat bayar,Mobil baru,2538,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,47,Tidak ada,Milik sendiri,2,Tidak terampil (residen),2,Tidak ada,Ya,Buruk
0-199 DM,15,Kredit di bank ini lancar,Mobil baru,1264,100-499 DM,1-4 thn,2,Pria menikah/duda,Tidak ada,2,Tabungan/Asuransi,25,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,30,Masalah / kredit di luar bank,Furniture,8386,< 100 DM,4-7 thn,2,Pria lajang,Tidak ada,2,Tabungan/Asuransi,49,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,48,Kredit berjalan lancar,Bisnis,4844,< 100 DM,Menganggur,3,Pria lajang,Tidak ada,2,Mobil / lainnya,33,Bank,Sewa,1,Manajer / profesional,1,Ada,Ya,Buruk
>= 200 DM / gaji tetap,21,Kredit berjalan lancar,Mobil baru,2923,100-499 DM,1-4 thn,1,Wanita menikah/cerai,Tidak ada,1,Mobil / lainnya,28,Bank,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
